id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
0,0,1,0,1,2000,4726,5,10,95,0,0
1,0,0,1,0,96000,2938,4,10,38,0,0
2,1,3,2,1,69000,3477,2,0,36,0,0
3,1,2,1,2,30000,2067,6,0,65,0,0
4,2,5,2,1,13000,2994,5,0,62,0,0
5,2,4,1,2,88000,3879,8,0,33,0,0
6,3,7,3,2,50165,4386,2,0,17,0,0
7,3,6,2,3,48835,3020,3,10,15,0,2
8,4,9,2,4,9000,1726,2,0,54,0,0
9,4,8,4,2,90000,3263,3,0,29,0,0
10,5,11,2,5,57000,2399,2,10,52,0,0
11,5,10,5,2,42000,1806,5,0,67,0,0
12,6,13,2,6,51000,3652,4,1000,65,0,0
13,6,12,6,2,50000,4963,6,0,20,0,0
14,7,15,7,8,91408,4858,5,0,55,0,0
15,7,14,8,7,8592,4558,9,10,40,0,1
16,8,17,9,10,41000,4236,4,1000,41,0,0
17,8,16,10,9,57000,2871,5,0,34,0,0
18,9,19,9,10,81000,1328,9,0,42,0,0
19,9,18,10,9,19000,4403,5,0,46,0,0
20,10,21,11,4,6000,4553,9,0,94,0,0
21,10,20,4,11,93000,3012,8,0,73,0,0
22,11,23,8,12,48000,1676,9,10,36,0,0
23,11,22,12,8,52000,3096,3,1000,42,0,0
24,12,25,10,8,50000,4537,3,10,59,0,0
25,12,24,8,10,50000,3294,4,0,45,0,0
26,13,27,13,10,0,2516,7,10,11,0,0
27,13,26,10,13,100000,4189,2,10,34,0,0
28,14,29,6,4,2000,2453,6,10,55,0,0
29,14,28,4,6,98000,4069,5,10,92,0,0
30,15,31,14,15,40000,3203,6,10,97,0,0
31,15,30,15,14,59000,1451,4,0,38,0,0
32,16,33,16,15,73000,4831,6,0,82,0,0
33,16,32,15,16,27000,1917,4,0,89,0,0
34,17,35,2,17,70825,1681,5,0,89,0,1
35,17,34,17,2,30175,4112,6,0,22,0,0
36,18,37,16,18,74000,3395,8,100,19,0,0
37,18,36,18,16,25000,2474,2,0,29,0,0
38,19,39,2,19,79000,2384,5,0,33,0,0
39,19,38,19,2,21000,4655,9,0,47,0,0
40,20,41,20,21,60000,1160,8,0,75,0,0
41,20,40,21,20,40000,4585,2,0,85,0,0
42,21,43,22,23,31000,3191,4,10,72,0,0
43,21,42,23,22,68000,1983,9,0,26,0,0
44,22,45,16,24,1000,1000,6,10,18,0,0
45,22,44,24,16,98000,1700,2,0,56,0,0
46,23,47,3,25,71340,1859,5,10,35,0,1
47,23,46,25,3,27660,2885,1,0,59,0,0
48,24,49,26,10,97000,1580,1,0,55,0,0
49,24,48,10,26,2000,2340,6,0,24,0,0
50,25,51,27,28,83000,1869,7,0,76,0,0
51,25,50,28,27,17000,3612,6,10,81,0,0
52,26,53,29,8,70000,1073,1,0,11,0,0
53,26,52,8,29,30000,4740,4,0,45,0,0
54,27,55,27,25,4909,3673,5,0,27,0,1
55,27,54,25,27,93091,4505,3,0,48,0,1
56,28,57,30,22,28000,3348,6,0,99,0,0
57,28,56,22,30,70000,2742,5,0,42,0,0
58,29,59,3,31,48000,2778,7,1000,55,0,0
59,29,58,31,3,51000,3102,3,0,13,0,0
60,30,61,8,32,44000,1528,7,1000,10,0,0
61,30,60,32,8,55000,2492,7,100,10,0,0
62,31,63,10,32,67000,2925,7,0,77,0,0
63,31,62,32,10,32000,4431,2,0,47,0,0
64,32,65,3,32,44000,3946,7,0,52,0,0
65,32,64,32,3,55000,1659,1,0,84,0,0
66,33,67,24,32,35000,3647,8,0,35,0,0
67,33,66,32,24,64000,1803,1,0,44,0,0
68,34,69,33,32,57000,4078,9,0,49,0,0
69,34,68,32,33,43000,4433,5,100,44,0,0
70,35,71,2,34,33000,3253,5,10,88,0,0
71,35,70,34,2,65000,3710,8,0,85,0,0
72,36,73,24,35,94000,2375,8,0,61,0,0
73,36,72,35,24,6000,2675,4,0,16,0,0
74,37,75,36,4,86000,2396,3,0,61,0,0
75,37,74,4,36,14000,4220,1,10,84,0,0
76,38,77,37,33,73000,2636,8,0,78,0,0
77,38,76,33,37,27000,2080,1,10,87,0,0
78,39,79,38,4,85132,3878,2,0,74,0,2
79,39,78,4,38,14868,4079,1,10,39,0,0
80,40,81,33,39,62000,1601,4,0,25,0,0
81,40,80,39,33,38000,1594,6,10,11,0,0
82,41,83,21,40,42000,1713,9,0,80,0,0
83,41,82,40,21,57000,2888,7,10,33,0,0
84,42,85,41,40,99000,3564,3,1000,30,0,0
85,42,84,40,41,2000,4001,7,0,50,0,0
86,43,87,42,43,25000,2846,7,10,21,0,0
87,43,86,43,42,75000,3145,4,0,36,0,0
88,44,89,44,40,5691,1826,4,0,48,0,4
89,44,88,40,44,93309,3871,1,0,86,0,0
90,45,91,8,45,35000,1702,4,10,74,0,0
91,45,90,45,8,64000,4541,1,0,98,0,0
92,46,93,33,40,47000,4534,1,0,24,0,0
93,46,92,40,33,53000,3912,2,100,29,0,0
94,47,95,43,39,10000,4332,4,0,39,0,0
95,47,94,39,43,90000,4955,5,10,99,0,0
96,48,97,22,39,73000,2611,8,0,13,0,0
97,48,96,39,22,27000,2119,8,0,69,0,0
98,49,99,46,6,2000,2412,1,10,24,0,0
99,49,98,6,46,98000,4572,3,0,84,0,0
100,50,101,47,8,46000,1816,5,10,27,0,0
101,50,100,8,47,55000,3763,4,10,32,0,0
102,51,103,48,21,67000,1383,5,0,27,0,0
103,51,102,21,48,32000,4769,4,0,43,0,0
104,52,105,49,40,12000,1577,3,0,85,0,0
105,52,104,40,49,87000,2652,9,10,12,0,0
106,53,107,24,39,90000,3012,3,0,44,0,0
107,53,106,39,24,10000,2349,9,0,95,0,0
108,54,109,46,39,52000,3819,1,0,50,0,0
109,54,108,39,46,46000,1361,9,0,56,0,0
110,55,111,50,8,84000,1037,7,10,32,0,0
111,55,110,8,50,14000,2016,7,100,25,0,0
112,56,113,46,51,19000,2012,1,0,82,0,0
113,56,112,51,46,79000,4079,5,0,81,0,0
114,57,115,46,51,41213,2856,9,10,47,0,0
115,57,114,51,46,56787,2165,6,0,39,0,1
116,58,117,2,52,28000,4259,2,0,84,0,0
117,58,116,52,2,72000,3609,6,10,79,0,0
118,59,119,53,40,85000,2545,9,0,64,0,0
119,59,118,40,53,15000,3092,3,0,39,0,0
120,60,121,54,55,0,3454,5,0,58,0,0
121,60,120,55,54,100000,4608,2,0,35,0,0
122,61,123,54,56,47000,3713,7,0,39,0,0
123,61,122,56,54,53000,2225,2,0,79,0,0
124,62,125,54,57,42000,4736,6,0,30,0,0
125,62,124,57,54,58000,1400,1,0,74,0,0
126,63,127,58,40,24000,2501,6,0,27,0,0
127,63,126,40,58,76000,1251,2,0,37,0,0
128,64,129,59,60,81000,2587,3,0,80,0,0
129,64,128,60,59,19000,1327,3,0,54,0,0
130,65,131,58,61,45000,1648,8,0,72,0,0
131,65,130,61,58,54000,1559,3,100,33,0,0
132,66,133,62,63,30000,3557,6,0,79,0,0
133,66,132,63,62,70000,4337,3,0,70,0,0
134,67,135,63,64,21000,4503,4,0,11,0,0
135,67,134,64,63,78000,1366,1,0,40,0,0
136,68,137,54,65,52257,2081,5,0,51,0,1
137,68,136,65,54,47743,3215,3,100,77,0,0
138,69,139,54,66,20000,4250,2,10,57,0,0
139,69,138,66,54,80000,4225,5,0,13,0,0
140,70,141,54,67,74000,3149,4,10,26,0,0
141,70,140,67,54,26000,1354,6,10,34,0,0
142,71,143,46,51,6000,2547,6,0,85,0,0
143,71,142,51,46,94000,3407,3,0,92,0,0
144,72,145,46,51,95000,2098,6,0,40,0,0
145,72,144,51,46,5000,3562,7,0,70,0,0
146,73,147,46,68,99000,3253,5,0,76,0,0
147,73,146,68,46,1000,1896,9,0,94,0,0
148,74,149,69,24,53000,1653,9,0,98,0,0
149,74,148,24,69,45000,4462,5,0,65,0,0
150,75,151,46,51,15000,3977,4,100,43,0,0
151,75,150,51,46,85000,3717,2,0,60,0,0
152,76,153,63,70,54000,2600,5,10,41,0,0
153,76,152,70,63,45000,1768,6,0,20,0,0
154,77,155,56,8,80000,2736,3,100,97,0,0
155,77,154,8,56,19000,3792,1,0,66,0,0
156,78,157,54,71,43000,4760,4,0,57,0,0
157,78,156,71,54,56000,3410,5,0,69,0,0
158,79,159,54,72,70000,4517,4,0,10,0,0
159,79,158,72,54,32000,4699,9,10,95,0,0
160,80,161,54,73,31000,2498,6,100,19,0,0
161,80,160,73,54,69000,2222,4,0,36,0,0
162,81,163,54,74,24000,4736,1,10,61,0,0
163,81,162,74,54,76000,1740,9,0,98,0,0
164,82,165,46,45,74000,2172,6,0,74,0,0
165,82,164,45,46,24000,2754,6,0,22,0,0
166,83,167,75,17,50000,3165,3,0,63,0,0
167,83,166,17,75,50000,3835,3,0,79,0,0
168,84,169,76,77,44000,3523,7,10,49,0,0
169,84,168,77,76,55000,2852,1,0,55,0,0
170,85,171,2,78,13000,3211,3,0,33,0,0
171,85,170,78,2,86000,1815,4,0,36,0,0
172,86,173,76,5,97000,4143,4,1000,45,0,0
173,86,172,5,76,3000,3676,2,0,12,0,0
174,87,175,79,63,26000,4376,4,100,27,0,0
175,87,174,63,79,73000,4275,4,100,16,0,0
176,88,177,24,80,42000,3873,2,10,96,0,0
177,88,176,80,24,58000,4798,7,10,13,0,0
178,89,179,54,66,25000,1955,3,0,72,0,0
179,89,178,66,54,73000,3591,6,0,15,0,0
180,90,181,46,45,14000,3265,3,0,39,0,0
181,90,180,45,46,86000,4307,5,0,80,0,0
182,91,183,33,81,7000,2853,3,10,19,0,0
183,91,182,81,33,93000,2897,1,0,36,0,0
184,92,185,82,54,24000,1282,9,10,91,0,0
185,92,184,54,82,75000,2915,1,0,20,0,0
186,93,187,24,83,79322,4261,5,100,77,0,1
187,93,186,83,24,20678,3808,1,0,27,0,1
188,94,189,84,54,45000,2335,2,10,31,0,0
189,94,188,54,84,53000,4774,1,0,81,0,0
190,95,191,54,85,56000,1675,4,0,52,0,0
191,95,190,85,54,45000,3499,3,10,94,0,0
192,96,193,46,49,17000,2139,8,10,75,0,0
193,96,192,49,46,81000,1107,3,0,61,0,0
194,97,195,54,86,85000,1925,8,0,42,0,0
195,97,194,86,54,14000,2334,5,0,66,0,0
196,98,197,87,24,66000,3785,3,10,47,0,0
197,98,196,24,87,32000,1866,9,0,50,0,0
198,99,199,54,40,46000,3798,2,10,68,0,0
199,99,198,40,54,55000,1486,6,1000,10,0,0
200,100,201,8,88,8000,2922,3,0,88,0,0
201,100,200,88,8,91000,1839,9,0,64,0,0
202,101,203,66,8,25000,2824,4,100,51,0,0
203,101,202,8,66,75000,2358,6,10,97,0,0
204,102,205,89,87,68000,3664,4,0,56,0,0
205,102,204,87,89,32000,4696,2,10,59,0,0
206,103,207,89,1,27410,3571,9,0,40,0,0
207,103,206,1,89,71590,2699,3,10,44,0,2
208,104,209,90,24,77844,2890,7,10,86,0,1
209,104,208,24,90,21156,2206,9,0,82,0,0
210,105,211,54,80,31000,1438,8,0,20,0,0
211,105,210,80,54,68000,3985,2,0,62,0,0
212,106,213,80,1,51000,4550,8,0,66,0,0
213,106,212,1,80,46000,4689,2,10,84,0,0
214,107,215,10,80,49000,4954,4,0,27,0,0
215,107,214,80,10,49000,3478,1,10,49,0,0
216,108,217,87,80,5000,1439,3,0,52,0,0
217,108,216,80,87,94000,1824,2,0,27,0,0
218,109,219,27,80,48000,4307,2,10,49,0,0
219,109,218,80,27,52000,2180,9,0,38,0,0
220,110,221,54,91,93000,2206,8,10,72,0,0
221,110,220,91,54,7000,3838,5,0,73,0,0
222,111,223,87,49,80000,3915,1,0,30,0,0
223,111,222,49,87,20000,2768,1,1000,70,0,0
224,112,225,54,92,55000,1907,2,1000,55,0,0
225,112,224,92,54,46000,3487,1,0,14,0,0
226,113,227,87,93,63000,3451,9,0,34,0,0
227,113,226,93,87,36000,2918,7,10,57,0,0
228,114,229,94,95,36000,2548,3,0,85,0,0
229,114,228,95,94,64000,4959,5,0,80,0,0
230,115,231,54,96,39000,2144,5,0,53,0,0
231,115,230,96,54,61000,4292,1,0,88,0,0
232,116,233,33,97,21000,4349,4,0,48,0,0
233,116,232,97,33,79000,2624,9,0,30,0,0
234,117,235,98,77,86000,2722,7,0,31,0,0
235,117,234,77,98,15000,2548,5,0,35,0,0
236,118,237,98,99,79000,3139,8,10,72,0,0
237,118,236,99,98,19000,1289,2,0,55,0,0
238,119,239,95,40,21000,1727,4,0,64,0,0
239,119,238,40,95,78000,1450,8,0,18,0,0
240,120,241,40,12,20000,4557,5,0,62,0,0
241,120,240,12,40,79000,3987,1,0,62,0,0
242,121,243,100,1,53000,1046,9,0,30,0,0
243,121,242,1,100,47000,4605,6,100,67,0,0
244,122,245,101,102,73000,1708,3,0,18,0,0
245,122,244,102,101,26000,1971,9,0,11,0,0
246,123,247,12,1,19000,3397,6,0,53,0,0
247,123,246,1,12,80000,3398,5,0,78,0,0
248,124,249,87,103,7000,3705,9,0,25,0,0
249,124,248,103,87,93000,4702,8,0,72,0,0
250,125,251,104,10,57000,3537,7,0,37,0,0
251,125,250,10,104,43000,4460,7,0,26,0,0
252,126,253,105,12,40000,2383,2,0,99,0,0
253,126,252,12,105,59000,3517,4,0,74,0,0
254,127,255,106,98,73000,2874,3,1000,82,0,0
255,127,254,98,106,26000,4957,7,0,50,0,0
256,128,257,107,5,92000,2298,4,10,74,0,0
257,128,256,5,107,6000,3456,9,0,57,0,0
258,129,259,46,108,35000,2442,2,10,91,0,0
259,129,258,108,46,65000,1068,2,0,95,0,0
260,130,261,54,46,96141,2780,5,0,16,0,2
261,130,260,46,54,3859,1080,9,10,59,0,3
262,131,263,66,109,29000,2837,5,0,43,0,0
263,131,262,109,66,71000,3293,9,100,91,0,0
264,132,265,63,109,36000,4477,8,0,85,0,0
265,132,264,109,63,62000,3638,5,0,31,0,0
266,133,267,87,110,70000,3737,9,0,68,0,0
267,133,266,110,87,30000,2522,8,0,64,0,0
268,134,269,87,109,11000,1298,3,10,41,0,0
269,134,268,109,87,89000,3061,4,0,49,0,0
270,135,271,111,10,18000,3019,6,0,36,0,0
271,135,270,10,111,81000,1356,3,10,74,0,0
272,136,273,87,112,46000,1699,6,0,52,0,0
273,136,272,112,87,53000,1959,4,10,51,0,0
274,137,275,87,76,53000,3577,7,10,32,0,0
275,137,274,76,87,47000,4072,8,0,58,0,0
276,138,277,87,6,9000,1906,2,0,74,0,0
277,138,276,6,87,90000,2059,7,0,36,0,0
278,139,279,54,113,22000,1217,9,0,25,0,0
279,139,278,113,54,76000,4779,5,10,90,0,0
280,140,281,54,114,14000,4438,4,10,45,0,0
281,140,280,114,54,85000,2183,1,0,74,0,0
282,141,283,109,17,13000,3346,9,0,82,0,0
283,141,282,17,109,87000,4283,9,0,29,0,0
284,142,285,109,77,36000,3489,8,1000,38,0,0
285,142,284,77,109,63000,3960,3,0,61,0,0
286,143,287,87,115,74000,2105,8,0,74,0,0
287,143,286,115,87,27000,2134,9,0,40,0,0
288,144,289,54,116,55000,1572,5,0,81,0,0
289,144,288,116,54,45000,1198,1,10,90,0,0
290,145,291,117,4,57000,2220,3,10,17,0,0
291,145,290,4,117,42000,3182,5,0,92,0,0
292,146,293,118,119,49000,1470,4,0,68,0,0
293,146,292,119,118,51000,2290,6,10,43,0,0
294,147,295,54,120,6329,3488,2,0,26,0,0
295,147,294,120,54,90671,3244,5,10,50,0,1
296,148,297,121,46,82000,4330,7,0,18,0,0
297,148,296,46,121,16000,4342,9,0,32,0,0
298,149,299,122,87,47000,1548,1,0,40,0,0
299,149,298,87,122,52000,1591,7,10,35,0,0
300,150,301,9,109,47000,3220,3,0,43,0,0
301,150,300,109,9,54000,2306,5,0,90,0,0
302,151,303,123,4,82000,1114,9,0,19,0,0
303,151,302,4,123,18000,3673,3,0,19,0,0
304,152,305,116,109,44000,1502,4,0,98,0,0
305,152,304,109,116,55000,2489,1,0,57,0,0
306,153,307,87,124,76000,2301,1,0,10,0,0
307,153,306,124,87,23000,3203,3,0,11,0,0
308,154,309,87,125,90000,2946,2,0,74,0,0
309,154,308,125,87,10000,4611,5,0,93,0,0
310,155,311,46,126,21000,1810,5,10,99,0,0
311,155,310,126,46,78000,3895,9,0,21,0,0
312,156,313,127,46,30000,3629,8,0,68,0,0
313,156,312,46,127,71000,1891,6,0,25,0,0
314,157,315,54,127,2000,4601,3,10,69,0,0
315,157,314,127,54,98000,2212,2,0,16,0,0
316,158,317,127,46,89000,2505,7,0,63,0,0
317,158,316,46,127,11000,2109,9,100,92,0,0
318,159,319,127,46,8000,2918,6,10,45,0,0
319,159,318,46,127,90000,1855,3,0,66,0,0
320,160,321,127,46,27000,2887,8,100,66,0,0
321,160,320,46,127,75000,2233,4,0,43,0,0
322,161,323,115,128,86000,1615,5,0,92,0,0
323,161,322,128,115,13000,2979,5,0,92,0,0
324,162,325,46,109,46000,3416,5,0,36,0,0
325,162,324,109,46,55000,4623,2,10,44,0,0
326,163,327,127,115,60000,4266,8,0,46,0,0
327,163,326,115,127,40000,3675,7,0,58,0,0
328,164,329,58,129,84000,3420,9,0,28,0,0
329,164,328,129,58,15000,3498,6,0,99,0,0
330,165,331,54,33,50479,2018,7,10,21,0,0
331,165,330,33,54,48521,3500,3,0,28,0,1
332,166,333,129,130,39000,3313,6,0,94,0,0
333,166,332,130,129,59000,4189,9,10,42,0,0
334,167,335,40,108,60000,3758,2,0,34,0,0
335,167,334,108,40,41000,4783,1,0,82,0,0
336,168,337,131,8,8000,2806,5,0,13,0,0
337,168,336,8,131,89000,1803,2,0,40,0,0
338,169,339,132,2,32000,2951,5,10,15,0,0
339,169,338,2,132,66000,1696,7,0,27,0,0
340,170,341,46,24,54000,4053,4,0,54,0,0
341,170,340,24,46,47000,2551,9,0,98,0,0
342,171,343,115,108,24000,2435,8,0,71,0,0
343,171,342,108,115,76000,4412,3,1000,81,0,0
344,172,345,76,77,55000,3399,2,0,69,0,0
345,172,344,77,76,43000,4002,9,0,56,0,0
346,173,347,24,75,12000,1594,4,10,34,0,0
347,173,346,75,24,88000,2442,7,0,27,0,0
348,174,349,33,77,36000,3629,2,10,93,0,0
349,174,348,77,33,63000,2130,2,100,98,0,0
350,175,351,46,33,84067,1196,8,10,65,0,1
351,175,350,33,46,14933,2524,6,0,71,0,0
352,176,353,54,133,63000,3787,3,0,39,0,0
353,176,352,133,54,38000,4809,5,0,40,0,0
354,177,355,46,93,34000,4859,5,10,31,0,0
355,177,354,93,46,65000,1306,9,0,36,0,0
356,178,357,54,131,83000,2624,3,0,15,0,0
357,178,356,131,54,16000,2610,1,0,67,0,0
358,179,359,134,24,10000,3896,5,0,21,0,0
359,179,358,24,134,90000,3832,2,0,78,0,0
360,180,361,134,46,66000,4451,4,0,63,0,0
361,180,360,46,134,33000,3090,5,0,74,0,0
362,181,363,54,129,68000,3240,5,0,85,0,0
363,181,362,129,54,32000,2813,2,0,74,0,0
364,182,365,87,135,2000,1120,5,10,27,0,0
365,182,364,135,87,97000,2239,8,0,94,0,0
366,183,367,136,10,2000,2115,3,0,52,0,0
367,183,366,10,136,98000,3869,2,0,66,0,0
368,184,369,136,109,20000,2386,8,100,72,0,0
369,184,368,109,136,80000,1918,9,0,50,0,0
370,185,371,87,137,61000,1677,2,0,39,0,0
371,185,370,137,87,38000,4054,8,0,51,0,0
372,186,373,10,108,60000,4847,2,10,16,0,0
373,186,372,108,10,41000,1247,3,0,25,0,0
374,187,375,4,108,2000,3176,1,10,33,0,0
375,187,374,108,4,97000,2217,4,0,78,0,0
376,188,377,40,108,76000,2971,2,0,51,0,0
377,188,376,108,40,24000,3922,7,0,62,0,0
378,189,379,24,108,36000,4694,8,10,55,0,0
379,189,378,108,24,64000,3813,4,10,40,0,0
380,190,381,87,108,2000,3465,2,0,98,0,0
381,190,380,108,87,97000,2543,5,0,48,0,0
382,191,383,10,108,11000,2104,8,0,17,0,0
383,191,382,108,10,88000,2365,2,0,95,0,0
384,192,385,138,33,3000,4351,5,0,56,0,0
385,192,384,33,138,96000,4398,9,0,99,0,0
386,193,387,54,139,13472,2006,6,0,91,0,0
387,193,386,139,54,86528,2188,8,0,88,0,1
388,194,389,54,24,14854,3357,4,10,52,0,0
389,194,388,24,54,84146,2811,3,10,50,0,1
390,195,391,24,77,8000,4345,1,0,65,0,0
391,195,390,77,24,91000,4629,2,0,85,0,0
392,196,393,54,140,42000,4352,5,10,50,0,0
393,196,392,140,54,58000,1304,6,0,76,0,0
394,197,395,46,137,72000,4979,9,0,32,0,0
395,197,394,137,46,28000,4424,7,0,25,0,0
396,198,397,141,49,30000,2829,3,0,91,0,0
397,198,396,49,141,69000,2506,3,0,92,0,0
398,199,399,54,142,66000,3693,1,0,11,0,0
399,199,398,142,54,32000,1615,9,0,19,0,0
400,200,401,54,143,4000,4290,9,0,81,0,0
401,200,400,143,54,93000,3896,6,0,84,0,0
402,201,403,87,144,11000,1095,9,0,17,0,0
403,201,402,144,87,90000,4650,4,1000,29,0,0
404,202,405,54,144,50000,4370,2,0,61,0,0
405,202,404,144,54,47000,3800,3,0,92,0,0
406,203,407,46,145,88000,2730,7,0,55,0,0
407,203,406,145,46,11000,1077,8,0,19,0,0
408,204,409,43,119,53000,3853,9,10,91,0,0
409,204,408,119,43,46000,3747,2,0,68,0,0
410,205,411,139,58,78000,4850,3,10,41,0,0
411,205,410,58,139,22000,1297,8,0,50,0,0
412,206,413,54,107,89629,4444,2,1000,52,0,0
413,206,412,107,54,7371,1767,1,10,42,0,1
414,207,415,146,87,73947,4897,8,10,64,0,0
415,207,414,87,146,24053,2115,7,10,93,0,1
416,208,417,147,2,34000,1662,7,0,44,0,0
417,208,416,2,147,64000,3843,9,0,90,0,0
418,209,419,148,63,97000,1614,7,0,46,0,0
419,209,418,63,148,3000,1227,7,0,88,0,0
420,210,421,148,63,21000,2138,7,1000,82,0,0
421,210,420,63,148,79000,4060,2,0,31,0,0
422,211,423,148,63,96000,4529,8,0,26,0,0
423,211,422,63,148,3000,2614,6,0,79,0,0
424,212,425,148,63,34000,1295,6,0,93,0,0
425,212,424,63,148,66000,3986,4,0,94,0,0
426,213,427,148,63,83000,2306,8,0,92,0,0
427,213,426,63,148,17000,4949,9,1000,62,0,0
428,214,429,148,63,74000,3352,7,0,43,0,0
429,214,428,63,148,26000,1165,7,0,25,0,0
430,215,431,54,149,7000,1239,1,0,88,0,0
431,215,430,149,54,93000,1747,8,0,87,0,0
432,216,433,87,149,10000,4557,2,0,91,0,0
433,216,432,149,87,89000,4567,9,0,20,0,0
434,217,435,149,130,54000,2477,3,10,15,0,0
435,217,434,130,149,46000,4407,2,0,69,0,0
436,218,437,46,149,41000,1125,9,0,35,0,0
437,218,436,149,46,60000,3233,3,1000,31,0,0
438,219,439,2,150,64000,2737,3,0,61,0,0
439,219,438,150,2,36000,2640,6,0,13,0,0
440,220,441,40,151,71497,1092,9,100,47,0,1
441,220,440,151,40,27503,3425,1,0,47,0,0
442,221,443,87,152,90000,1527,8,0,23,0,0
443,221,442,152,87,8000,3364,9,0,45,0,0
444,222,445,130,108,8000,4982,1,0,76,0,0
445,222,444,108,130,91000,2597,1,10,83,0,0
446,223,447,87,108,79000,4387,2,0,62,0,0
447,223,446,108,87,21000,1634,3,0,82,0,0
448,224,449,8,108,30000,4385,9,0,61,0,0
449,224,448,108,8,68000,4204,8,0,62,0,0
450,225,451,40,108,17000,3206,6,0,60,0,0
451,225,450,108,40,83000,1728,3,10,28,0,0
452,226,453,33,108,84384,1236,7,0,16,0,1
453,226,452,108,33,14616,3577,1,0,64,0,0
454,227,455,108,1,8000,3824,5,10,35,0,0
455,227,454,1,108,90000,2693,9,0,23,0,0
456,228,457,22,153,37000,3041,6,0,73,0,0
457,228,456,153,22,63000,1068,2,10,10,0,0
458,229,459,123,130,73000,3116,8,0,31,0,0
459,229,458,130,123,27000,1805,4,10,82,0,0
460,230,461,54,154,76116,4601,8,10,42,0,0
461,230,460,154,54,21884,1073,6,0,21,0,1
462,231,463,54,155,36000,1552,6,0,19,0,0
463,231,462,155,54,63000,2132,4,0,15,0,0
464,232,465,24,108,56000,3683,5,0,89,0,0
465,232,464,108,24,42000,1212,5,1000,56,0,0
466,233,467,139,108,52000,4095,2,10,52,0,0
467,233,466,108,139,47000,3904,5,10,79,0,0
468,234,469,46,45,16000,2586,7,0,64,0,0
469,234,468,45,46,84000,3984,4,0,12,0,0
470,235,471,156,48,50000,1153,7,0,31,0,0
471,235,470,48,156,49000,2420,4,10,73,0,0
472,236,473,10,108,39000,2543,9,10,27,0,0
473,236,472,108,10,61000,4279,7,0,64,0,0
474,237,475,157,116,75000,2366,2,10,95,0,0
475,237,474,116,157,24000,1973,3,1000,95,0,0
476,238,477,40,108,19000,4534,2,0,60,0,0
477,238,476,108,40,82000,1196,5,0,61,0,0
478,239,479,158,130,29000,1378,3,0,54,0,0
479,239,478,130,158,71000,1039,3,0,13,0,0
480,240,481,46,158,88000,4979,7,100,91,0,0
481,240,480,158,46,12000,1508,2,0,79,0,0
482,241,483,159,58,42000,1232,5,0,38,0,0
483,241,482,58,159,56000,3342,2,0,62,0,0
484,242,485,160,161,39000,4025,2,0,15,0,0
485,242,484,161,160,61000,1262,2,0,54,0,0
486,243,487,2,162,91000,3553,1,0,49,0,0
487,243,486,162,2,8000,1748,7,0,70,0,0
488,244,489,54,163,6000,4702,6,0,84,0,0
489,244,488,163,54,93000,4095,3,0,78,0,0
490,245,491,33,128,11000,4590,4,0,73,0,0
491,245,490,128,33,90000,4880,4,100,34,0,0
492,246,493,54,164,14405,2229,2,0,56,0,1
493,246,492,164,54,85595,2898,6,0,12,0,0
494,247,495,165,24,5000,3396,7,0,37,0,0
495,247,494,24,165,95000,4563,8,0,85,0,0
496,248,497,54,166,7000,4804,9,0,38,0,0
497,248,496,166,54,93000,1347,9,0,97,0,0
498,249,499,54,164,2000,4134,3,0,84,0,0
499,249,498,164,54,97000,4557,5,0,41,0,0
500,250,501,150,162,15000,3326,5,0,56,0,0
501,250,500,162,150,85000,4513,7,10,30,0,0
502,251,503,54,167,5000,3659,6,0,48,0,0
503,251,502,167,54,94000,2277,3,0,42,0,0
504,252,505,10,108,40000,1347,8,0,24,0,0
505,252,504,108,10,59000,1465,4,0,70,0,0
506,253,507,139,108,74000,3899,8,0,85,0,0
507,253,506,108,139,26000,3100,6,10,21,0,0
508,254,509,49,119,25000,4869,2,0,37,0,0
509,254,508,119,49,73000,4560,2,0,42,0,0
510,255,511,60,108,56000,4210,8,0,86,0,0
511,255,510,108,60,43000,3640,4,100,83,0,0
512,256,513,43,108,32000,3210,4,10,78,0,0
513,256,512,108,43,66000,3101,5,10,55,0,0
514,257,515,46,165,6000,1447,2,0,47,0,0
515,257,514,165,46,92000,1558,9,0,42,0,0
516,258,517,168,8,38000,3885,5,0,68,0,0
517,258,516,8,168,62000,3250,3,10,54,0,0
518,259,519,13,63,33000,3252,5,10,83,0,0
519,259,518,63,13,66000,4129,1,0,28,0,0
520,260,521,150,40,55000,2108,4,0,90,0,0
521,260,520,40,150,45000,1835,3,0,77,0,0
522,261,523,169,109,1000,2122,6,0,14,0,0
523,261,522,109,169,100000,1978,8,0,23,0,0
524,262,525,54,108,19000,1505,7,0,91,0,0
525,262,524,108,54,80000,3200,1,10,84,0,0
526,263,527,8,108,37000,3125,2,0,85,0,0
527,263,526,108,8,63000,2745,3,10,65,0,0
528,264,529,58,108,68000,4966,8,0,56,0,0
529,264,528,108,58,31000,1176,5,0,30,0,0
530,265,531,170,150,33000,4404,7,0,83,0,0
531,265,530,150,170,66000,3051,2,0,41,0,0
532,266,533,24,171,88000,3677,5,0,12,0,0
533,266,532,171,24,11000,2976,2,10,30,0,0
534,267,535,170,58,64000,2439,7,0,57,0,0
